Name EN,Focus Region,Language,Entity Owner EN,Parent Entity EN,X (Twitter) Handle,X (Twitter) Followers,Facebook Handle,Facebook Followers,Instagram Handle,Instagram Followers,Threads Handle,Threads Followers,YouTube Handle,YouTube Followers,TikTok Handle,TikTok Followers,Total Social Media Presence,Platform Presence Category,Total Followers,Twitter Dominance,Facebook Dominance,Instagram Dominance,Threads Dominance,YouTube Dominance,TikTok Dominance,IQR based Outlier
People's Daily Sport China,Anglosphere,English,People's Daily Press,Central Committee of the Chinese Communist Party,PDChinaSports,1000000,PDChinaSports,4700000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,5700000,17.5,82.5,0.0,0.0,0.0,0.0,True
People's Daily Traditional Chinese,Anglosphere,English,People's Daily Press,Central Committee of the Chinese Communist Party,PDChinese,956700,peopledaily,3800000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,4756700,20.1,79.9,0.0,0.0,0.0,0.0,True
People's Daily Online Australia,Australia,English,People's Daily Press,Central Committee of the Chinese Communist Party,PDOAUS,13300,PDOAUS,1500000,Unknown,0,Unknown,0,pdoaus2013,159000,Unknown,0,3,Medium,1672300,0.8,89.7,0.0,0.0,9.5,0.0,True
Zhang Peijin,Anglosphere,English,China Media Group (CMG),Central Publicity Department,peijin_zhang,2867,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2867,100.0,0.0,0.0,0.0,0.0,0.0,False
Xu Pan Yiru,Anglosphere,English,China Daily Press,Central Publicity Department,PenicilinPan,2629,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2629,100.0,0.0,0.0,0.0,0.0,0.0,False
People's Daily App,Anglosphere,English,People's Daily Press,Central Committee of the Chinese Communist Party,PeoplesDailyapp,4223,PDappofficial,541000,Unknown,0,Unknown,0,Unknown,0,peoplesdaily_renminribao,141200,3,Medium,686423,0.6,78.8,0.0,0.0,0.0,20.6,True
Phoenix TV News,Anglosphere,English,Phoenix Media Investment (Holdings) Limited,Bauhinia Culture Holdings Limited,PhoenixTV_News,43600,Unknown,0,phoenixtv_news,34000,Unknown,0,phoenixtvnews7060,34600,phoenixtvnews,1100000,4,High,1212200,3.6,0.0,2.8,0.0,2.9,90.7,True
Zhang Lizhong,Uganda,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,PRC_Amb_Uganda,6517,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,6517,100.0,0.0,0.0,0.0,0.0,0.0,False
Chen Song,Nepal,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,PRCAmbNepal,71400,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,71400,100.0,0.0,0.0,0.0,0.0,0.0,True
Xu Hong,Netherlands,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,PRCAmbNL,4897,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,4897,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Czech Rep.,Czech Rep.,Czech,Ministry of Foreign Affairs,Ministry of Foreign Affairs,prcembassyprg,121,chinaembassy.cz,34000,chinese_embassy_in_czechia,183,Unknown,0,Unknown,0,chineseembassyinczechia,24,4,High,34328,0.4,99.0,0.5,0.0,0.0,0.1,True
Chinese Embassy In Nepal,Nepal,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,PRCSpoxNepal,2680,ChinaEmbNepal,22000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,24680,10.9,89.1,0.0,0.0,0.0,0.0,False
Lucas Zhuang,Brazil,Portuguese,Ministry of Foreign Affairs,Ministry of Foreign Affairs,promisingzhuang,5191,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,5191,100.0,0.0,0.0,0.0,0.0,0.0,False
Gu Qianwen,Anglosphere,English,China Daily Press,Central Publicity Department,qianwen_gu,2019,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2019,100.0,0.0,0.0,0.0,0.0,0.0,False
Chen Qingqing,Anglosphere,English,People's Daily Press,Central Committee of the Chinese Communist Party,qingqingparis,13700,Unknown,0,Unknown,0,Unknown,0,qingqingparis,15,Unknown,0,2,Medium,13715,99.9,0.0,0.0,0.0,0.1,0.0,True
Qiushi,China,Chinese,Qiushi Magazine Press,Central Committee of the Chinese Communist Party,QiushiJournal,7334,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,7334,100.0,0.0,0.0,0.0,0.0,0.0,False
Quan Quan,Algeria,Arabic,Ministry of Foreign Affairs,Ministry of Foreign Affairs,QuanQuan_1231,3159,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,3159,100.0,0.0,0.0,0.0,0.0,0.0,False
CRI Albanian (Radio Ejani),Albania,Albanian,China Media Group (CMG),Central Publicity Department,RadioEjani,6111,CMGShqip,1100000,ejanistudio,1714,Unknown,0,Unknown,0,Unknown,0,3,Medium,1107825,0.6,99.3,0.2,0.0,0.0,0.0,True
Guancha Syndicate,China,Chinese,"Shanghai Guanchazhe Information Technology Co.,Ltd",Shanghai Academy of Social Sciences (SASS),realGuancha,71500,realGuancha,14000,Unknown,0,Unknown,0,guancha021,491000,Unknown,0,3,Medium,576500,12.4,2.4,0.0,0.0,85.2,0.0,True
Ren Ke,Anglosphere,English,Xinhua News Agency,State Council,RenKeNews,45400,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,45400,100.0,0.0,0.0,0.0,0.0,0.0,True
Hao Zhangyu,China,Chinese,China Internet Information Center (CIIC),State Council Information Office (SCIO),reporterCHN,3483,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,3483,100.0,0.0,0.0,0.0,0.0,0.0,False
Chen Ribiao,South Korea,Chinese,Ministry of Foreign Affairs,Ministry of Foreign Affairs,RibiaoChen,1247,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1247,100.0,0.0,0.0,0.0,0.0,0.0,False
Bai Yunyi (Rita Bai),Anglosphere,English,People's Daily Press,Central Committee of the Chinese Communist Party,RitaBai,2708,profile.php?id=100074831960760,1,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,2709,100.0,0.0,0.0,0.0,0.0,0.0,False
Zhao Hong (Sabrina Zhao),Anglosphere,English,China Media Group (CMG),Central Publicity Department,Sabrina_Zhao,63,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,63,100.0,0.0,0.0,0.0,0.0,0.0,False
Zhang Zhisheng,Tanzania,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,salahzhang,7208,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,7208,100.0,0.0,0.0,0.0,0.0,0.0,False
"Sanya, China",Hainan,English,China Daily Press,Sanya Municipal People's Government,SanyaofChina,71100,SanyaofChina,709000,sanyaofchina,3716,Unknown,0,Unknown,0,Unknown,0,3,Medium,783816,9.1,90.5,0.5,0.0,0.0,0.0,True
Discover Beautiful China,Anglosphere,English,China Daily Press,Central Publicity Department,SceneryofChina,37900,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,37900,100.0,0.0,0.0,0.0,0.0,0.0,True
Shaanxi Moments,Shaanxi,English,"Beijing Jiandanshiji Culture Media Co., Ltd",unknown,ShaanxiMoments,80700,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,80700,100.0,0.0,0.0,0.0,0.0,0.0,True
Hu Jianlin (Shalevetya / שלהבתיה),Israel,Hebrew,China Media Group (CMG),Central Publicity Department,Shalevetyah,9,Shalevetyah,677,shalevetyah,158,Unknown,0,shalevetyah3479,31,Unknown,0,4,High,875,1.0,77.4,18.1,0.0,3.5,0.0,True
Shanghai Daily SHINE,Shanghai,English,Shanghai United Media Group (SUMG),Shanghai Municipal Committee,shanghaidaily,390700,ShanghaiDaily1999,616000,shine_news,0,Unknown,0,ShanghaiDaily1999,11900,Unknown,0,3,Medium,1018600,38.4,60.5,0.0,0.0,1.2,0.0,True
Shanghai Eye,Shanghai,English,Shanghai Media Group (SMG),Shanghai Municipal Committee,ShanghaiEye,32300,shanghaieyeSMG,2655682,Unknown,0,Unknown,0,ShanghaiEyeMagic,164000,Unknown,0,3,Medium,2851982,1.1,93.1,0.0,0.0,5.8,0.0,True
Zhang Shanhui (Mon Pékin Express / Jacky Zhang),la Francophonie,French,China Media Group (CMG),Central Publicity Department,Shanhui_Jacky,876,ZhangShanhui,245000,shanhui_zhang,16,Unknown,0,ZhangShanhui,44,shanhuizhang,6,5,High,245942,0.4,99.6,0.0,0.0,0.0,0.0,True
Zhang Ziyu (Shannon Zhang),Anglosphere,English,China Media Group (CMG),Central Publicity Department,ShannonZ666,78,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,78,100.0,0.0,0.0,0.0,0.0,0.0,False
Shao Zheng,Anglosphere,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,shao_zheng,2583,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2583,100.0,0.0,0.0,0.0,0.0,0.0,False
Shaoxing: A Gateway to China's History,Zhejiang,English,China Daily Press,Shaoxing Municipal People's Government,ShaoxingCity,48700,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,48700,100.0,0.0,0.0,0.0,0.0,0.0,True
Shen Shiwei,Anglosphere,English,China Media Group (CMG),Central Publicity Department,shen_shiwei,91500,ShenShiweiFB,50000,Unknown,0,Unknown,0,Shen_Shiwei,121,Unknown,0,3,Medium,141621,64.6,35.3,0.0,0.0,0.1,0.0,True
CRI Myanmar,Myanmar,Burmese,China Media Group (CMG),Central Publicity Department,shenqihaodianzi,10,myanmar.cri,1800000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,1800010,0.0,100.0,0.0,0.0,0.0,0.0,True
Center.Sichuan,Sichuan,English,"Sichuan Daily Online Media Development Co., Ltd.",Sichuan Provincial Committee,SichuanDaily,6026,profile.php?id=100076190284448,23000,center.sicc,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,29026,20.8,79.2,0.0,0.0,0.0,0.0,False
Sixth Tone,Shanghai,English,Shanghai United Media Group (SUMG),Shanghai Municipal Committee,SixthTone,80300,sixthtone,696000,Unknown,0,sixthtone,7821,Unknown,0,Unknown,0,3,Medium,784121,10.2,88.8,0.0,1.0,0.0,0.0,True
Kankan News,Shanghai,Chinese,Shanghai Media Group (SMG),Shanghai Municipal Committee,SMGKankanews,498,kankanews,0,Unknown,0,Unknown,0,SMGKnews,6410,Unknown,0,2,Medium,6908,7.2,0.0,0.0,0.0,92.8,0.0,True
Space Town Wenchang,Hainan,Chinese,unknown,unknown,Spacewenchang,3402,profile.php?id=100082566804212&paipv=0&eav=Afa5GMw44Bzrn-Ep8OWN3I92hYhOcUk03c5TZ7n-IF2UjcrLBb_460MBK4Zy1T5ciWU,49,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,3451,98.6,1.4,0.0,0.0,0.0,0.0,False
Hua Chunying,Anglosphere,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,SpokespersonCHN,2200000,profile.php?id=100092522612975,744,spokesperson_chn,2976,Unknown,0,Unknown,0,Unknown,0,3,Medium,2203720,99.8,0.0,0.1,0.0,0.0,0.0,True
Hu Zhaoming,Anglosphere,English,International Liaison Department,Central Committee of the Communist Party of China,SpokespersonHZM,9208,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,9208,100.0,0.0,0.0,0.0,0.0,0.0,False
Liu Pengyu,USA,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,SpoxCHNinUS,6350,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,6350,100.0,0.0,0.0,0.0,0.0,0.0,False
Yue Xiaoyong,Afghanistan,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,stuartyueh,2877,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2877,100.0,0.0,0.0,0.0,0.0,0.0,False
Ye Xinhua (Suad Ye),MENA,Arabic,China Media Group (CMG),Central Publicity Department,suadye,122,suadxinxin,1600000,suad_ye_china,3812,Unknown,0,suadye,4770,Unknown,0,4,High,1608704,0.0,99.5,0.2,0.0,0.3,0.0,True
Sun Weide,Anglosphere,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,sun_weide,6239,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,6239,100.0,0.0,0.0,0.0,0.0,0.0,False
Su Yuting,Anglosphere,English,China Media Group (CMG),Central Publicity Department,SuYuting8,1239,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1239,100.0,0.0,0.0,0.0,0.0,0.0,False
Suzhou Wuzhong,Anglosphere,English,Suzhou Wuzhong District People's Government,Suzhou Municipal Committee,SuzhouWuzhong,9020,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,9020,100.0,0.0,0.0,0.0,0.0,0.0,False
CRI Swahili,East African Community,Swahili,China Media Group (CMG),Central Publicity Department,SWAHILICRI,42,swahilicricn,2200000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,2200042,0.0,100.0,0.0,0.0,0.0,0.0,True
Meng Zhe,Anglosphere,English,China Daily Press,Central Publicity Department,SXiaochuan258,1009,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1009,100.0,0.0,0.0,0.0,0.0,0.0,False
Ta Kung News,Hong Kong,Chinese,Hong Kong Ta Kung Wen Wei Media Group (HKTKWW),Hong Kong Liaison Office of the Central Government ,TakungNews,2122,tkp1902,52000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,54122,3.9,96.1,0.0,0.0,0.0,0.0,False
Ta Kung Wen Wei,Hong Kong,Chinese,Hong Kong Ta Kung Wen Wei Media Group (HKTKWW),Hong Kong Liaison Office of the Central Government ,takungwenwei_hk,34600,profile.php?id=100064842371663,22000,takung.wenwei,943,Unknown,0,Unknown,0,Unknown,0,3,Medium,57543,60.1,38.2,1.6,0.0,0.0,0.0,True
China Mosaic,Anglosphere,English,China International Communications Group (CICG),Central Publicity Department,theChinaMosaic,37,ChinaMosaicbyChinaorgcn,8183205,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,8183242,0.0,100.0,0.0,0.0,0.0,0.0,True
CGTN The Link,Anglosphere,English,China Media Group (CMG),Central Publicity Department,thelinkoncgtn,1068,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1068,100.0,0.0,0.0,0.0,0.0,0.0,False
"Paper, The",Shanghai,Chinese,Shanghai United Media Group (SUMG),Shanghai Municipal Committee,thepapercn,23100,thepapernews,2010,thepapercn,1875,Unknown,0,ThePaper,11500,Unknown,0,4,High,38485,60.0,5.2,4.9,0.0,29.9,0.0,True
CGTN The Point with Liu Xin,Anglosphere,English,China Media Group (CMG),Central Publicity Department,thepoint_CGTN,397,thepointwithlx,7970,xin2867,201,Unknown,0,Unknown,0,Unknown,0,3,Medium,8568,4.6,93.0,2.3,0.0,0.0,0.0,True
Dong Xue (Serena Dong),Anglosphere,English,China Media Group (CMG),Central Publicity Department,theserenadong,20900,theserenadong,980000,serenadx,709,Unknown,0,Unknown,0,Unknown,0,3,Medium,1001609,2.1,97.8,0.1,0.0,0.0,0.0,True
Guangdong Today,Guangdong,English,"Nanfang Daily Newspaper Group Co.,Ltd",Guangdong Provincial Committee,thisisGBA,83300,guangdongtoday,3000000,guangdong_today,4600,Unknown,0,dtoday3687,325,Unknown,0,4,High,3088225,2.7,97.1,0.1,0.0,0.0,0.0,True
T-House,Anglosphere,English,China Media Group (CMG),Central Publicity Department,thouse_opinions,118800,thouseopinions,4900000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,5018800,2.4,97.6,0.0,0.0,0.0,0.0,True
He Tianran,Anglosphere,English,China Media Group (CMG),Central Publicity Department,tianranhe,56,iamtianranhe,593,tianranhe,837,Unknown,0,tianranhe5541,30,Unknown,0,4,High,1516,3.7,39.1,55.2,0.0,2.0,0.0,True
Tian Wei,Anglosphere,English,China Media Group (CMG),Central Publicity Department,tianwei,6333,Tian-Wei-at-work-104942321495828,1400000,tianwei_beijing,197,Unknown,0,Unknown,0,Unknown,0,3,Medium,1406530,0.5,99.5,0.0,0.0,0.0,0.0,True
Tibet Today,Tibet,English,China Daily Press,Tibet Autonomous Region People's Government,TibetTodayCN,6069,CNTibetToday,190000,tibet_today,129,Unknown,0,Unknown,0,Unknown,0,3,Medium,196198,3.1,96.8,0.1,0.0,0.0,0.0,True
Tide News,Zhejiang,Chinese,Zhejiang Daily Newspaper Group,Zhejiang Provincial Committee,TideNewsZJ,6396,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,6396,100.0,0.0,0.0,0.0,0.0,0.0,False
Today Review,Hong Kong,Cantonese,AcMedia Limited,unknown,Todayreview_hk,290,todayreview88,209000,Unknown,0,Unknown,0,todayreview9720,122,Unknown,0,3,Medium,209412,0.1,99.8,0.0,0.0,0.1,0.0,True
Tong Shuo,Hong Kong,Chinese,Hong Kong China News Agency,United Front Work Department,Tong_Shuo,11600,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,11600,100.0,0.0,0.0,0.0,0.0,0.0,False
Tong Media HK,Hong Kong,Chinese,Hong Kong China News Agency,United Front Work Department,TongMediaHK,5693,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,5693,100.0,0.0,0.0,0.0,0.0,0.0,False
Sun Xueying (Teresa Sun / Un Té con Teresa),Hispanophone,Spanish,China Media Group (CMG),Central Publicity Department,UnTeresa,122,UnTeConTeresa,1200000,un_te_con_teresa,215,Unknown,0,UnTeconTeresa,6730,unteconteresa,166900,5,High,1373967,0.0,87.3,0.0,0.0,0.5,12.1,True
Li Yimei (Vica Li),Anglosphere,English,China Media Group (CMG),Central Publicity Department,VicaLi18,1707,LearnChineseWithVica,1300000,learning_chinese_with_vica,115000,learning_chinese_with_vica,6669,vicachinese6048,7290,vicalichinese,8885,6,High,1439551,0.1,90.3,8.0,0.5,0.5,0.6,True
Visit Chongqing,Anglosphere,English,unknown,unknown,visitchongqing,1906,visitchongqing,6700,visitchongqing,2223,Unknown,0,visitchongqing8720,133,visit_chongqing1,46,5,High,11008,17.3,60.9,20.2,0.0,1.2,0.4,True
Visit Sanya,Hainan,English,Sanya Tourism Board,Sanya Municipal People's Government,VisitSanya,120400,Sanya.China,480000,visit_sanya,194000,Unknown,0,Unknown,0,discoversanya,6055,4,High,800455,15.0,60.0,24.2,0.0,0.0,0.8,True
Friendly Shandong,Shandong,English,Shandong Provincial Department of Culture and Tourism,Shandong Provincial People's Government,VisitShandong,12600,VisitShandong,1400000,travel_shandong,51600,Unknown,0,FriendlyShandong,4850,visitshandong,89500,5,High,1558550,0.8,89.8,3.3,0.0,0.3,5.7,True
"Suzhou, China",Jiangsu,English,"Suzhou Municipal Bureau of Culture, Radio, Television and Tourism",Suzhou Municipal People's Government,VisitSuzhou,237800,Unknown,0,visitsuzhou,59000,Unknown,0,Unknown,0,Unknown,0,2,Medium,296800,80.1,0.0,19.9,0.0,0.0,0.0,True
Wang Xuejing,Anglosphere,English,China Media Group (CMG),Central Publicity Department,WANG_XUE_JING,955,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,955,100.0,0.0,0.0,0.0,0.0,0.0,False
Wang Guan (Michael Wang),Anglosphere,English,China Media Group (CMG),Central Publicity Department,WangGuanBeijing,22700,wangguan1984FB,901000,wangguanbeijing,1992,Unknown,0,Unknown,0,Unknown,0,3,Medium,925692,2.5,97.3,0.2,0.0,0.0,0.0,True
Wang Jialei,Bolivia,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,WangJialei4,5011,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,5011,100.0,0.0,0.0,0.0,0.0,0.0,False
Wang Jian,Panama,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,WangJianPaco,9655,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,9655,100.0,0.0,0.0,0.0,0.0,0.0,False
Wang Xiaohui,Anglosphere,English,China International Communications Group (CICG),Central Publicity Department,wangxh65,26100,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,26100,100.0,0.0,0.0,0.0,0.0,0.0,False
Wang Xianfeng,Pakistan,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,WangXianfeng8,10100,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,10100,100.0,0.0,0.0,0.0,0.0,0.0,False
Yang Wanming,Brazil,Portuguese,Ministry of Foreign Affairs,Ministry of Foreign Affairs,WanmingYang,82100,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,82100,100.0,0.0,0.0,0.0,0.0,0.0,True
Wave Media,Shanghai,English,"Shanghai Guanchazhe Information Technology Co.,Ltd",Shanghai Academy of Social Sciences (SASS),WaveMedia2022,283,Unknown,0,Unknown,0,Unknown,0,wavemedia4433,51600,wavemedia2022,8685,3,Medium,60568,0.5,0.0,0.0,0.0,85.2,14.3,True
Wei Qiang,Panama,Spanish,Ministry of Foreign Affairs,Ministry of Foreign Affairs,weiasecas,18700,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,18700,100.0,0.0,0.0,0.0,0.0,0.0,False
Wei Hongtian,Grenada,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,WeiHongtian,624,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,624,100.0,0.0,0.0,0.0,0.0,0.0,False
Wang Wenwen,Anglosphere,English,People's Daily Press,Central Committee of the Chinese Communist Party,WenwenWang1127,12800,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,12800,100.0,0.0,0.0,0.0,0.0,0.0,False
Where Zhengzhou,Anglosphere,English,Zhengzhou Media Group,Zhengzhou Municipal Party Committee,Where_Zhengzhou,14900,wherezhengzhou,10000,wherezhengzhou_,26400,wherezhengzhou_,40,wherezhengzhou,1470,wherezhengzhou,5961,6,High,58771,25.4,17.0,44.9,0.1,2.5,10.1,True
CGTN World Insight with Tian Wei,Anglosphere,English,China Media Group (CMG),Central Publicity Department,WorldInsight_TW,2916,WorldInsightwithTianWei\,126000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,128916,2.3,97.7,0.0,0.0,0.0,0.0,False
Wang QH,Maldives,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,WQHChina,372,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,372,100.0,0.0,0.0,0.0,0.0,0.0,False
Wang Tianyu (Evan Wang),Anglosphere,English,China Media Group (CMG),Central Publicity Department,wty510,7,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,7,100.0,0.0,0.0,0.0,0.0,0.0,False
Wu Gang,Anglosphere,English,China Media Group (CMG),Central Publicity Department,WuGang_CX,1178,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1178,100.0,0.0,0.0,0.0,0.0,0.0,False
Li Wuji,Panama,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,wuji_li,902,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,902,100.0,0.0,0.0,0.0,0.0,0.0,False
Wu Lei,Anglosphere,English,China Media Group (CMG),Central Publicity Department,wulei2020,2428,Spacewalk2021,984000,Unknown,0,Unknown,0,wulei4039,18,Unknown,0,3,Medium,986446,0.2,99.8,0.0,0.0,0.0,0.0,True
Wu Peng,African Union,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,WuPeng_MFAChina,34200,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,34200,100.0,0.0,0.0,0.0,0.0,0.0,True
"Wuxi, China",Anglosphere,English,China Daily Press,Wuxi Municipal People's Government,WuxiCity,60300,WuxiCity,1200000,Unknown,0,Unknown,0,Unknown,0,wuxi_city,2309,3,Medium,1262609,4.8,95.0,0.0,0.0,0.0,0.2,True
Xu Xinchen (Gerald Xinchen),Anglosphere,English,China Media Group (CMG),Central Publicity Department,xgx91,630,ideamugx,209050,Unknown,0,xgx91,27,XinchenGeraldsIdeaMug,445,xinchen_gerald,1642,5,High,211794,0.3,98.7,0.0,0.0,0.2,0.8,True
Chine Nouvelle,Anglosphere,English,Xinhua News Agency,State Council,XHChineNouvelle,16700,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,16700,100.0,0.0,0.0,0.0,0.0,0.0,False
Xinhua Japanese,Japan,Japanese,Xinhua News Agency,State Council,XHJapanese,56400,Unknown,0,Unknown,0,Unknown,0,xinhuajapanese2180,4450,Unknown,0,2,Medium,60850,92.7,0.0,0.0,0.0,7.3,0.0,True
Xinhua News Agency,China,Chinese,Xinhua News Agency,State Council,XHNews,11900000,XinhuaNewsAgency,89898560,chinaxinhuanews,1500000,chinaxinhuanews,84400,ChinaViewTV,1390000,Unknown,0,5,High,104772960,11.4,85.8,1.4,0.1,1.3,0.0,True
Xinhua North America,USA,English,Xinhua News Agency,State Council,XHNorthAmerica,35100,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,35100,100.0,0.0,0.0,0.0,0.0,0.0,True
Xinhua Sci-Tech,Anglosphere,English,Xinhua News Agency,State Council,XHscitech,98700,XinhuaSciTech,28000000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,28098700,0.4,99.6,0.0,0.0,0.0,0.0,True
Xinhua Sports,Anglosphere,English,Xinhua News Agency,State Council,XHSports,870400,xhsports,30385278,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,31255678,2.8,97.2,0.0,0.0,0.0,0.0,True
Xie Yongjun,Anglosphere,English,Information Department of Foreign Ministry,Ministry of Foreign Affairs,XIEYongjun_CHN,53500,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,53500,100.0,0.0,0.0,0.0,0.0,0.0,True
Xinhua Africa,Kenya,English,Xinhua News Agency,State Council,xinhua_africa,617,Unknown,0,Unknown,0,Unknown,0,xinhuaafrica2538,22,Unknown,0,2,Medium,639,96.6,0.0,0.0,0.0,3.4,0.0,True
Xinhua Chinese,Anglosphere,English,Xinhua News Agency,State Council,XinhuaChinese,1300000,xhwcn,909,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,1300909,99.9,0.1,0.0,0.0,0.0,0.0,True
Xinhua Myanmar (မြန်မာ),Myanmar,Burmese,Xinhua News Agency,State Council,XinhuaMyanmar,12500,Unknown,0,Unknown,0,Unknown,0,Xinhuamyanmar,39600,xinhuamyanmar,885400,3,Medium,937500,1.3,0.0,0.0,0.0,4.2,94.4,True
Xinhua Net,China,Chinese,Xinhua News Agency,State Council,XinhuanetNews,2753,XinhuaNetUS,470000,xinhuanetna,1900000,Unknown,0,Unknown,0,Unknown,0,3,Medium,2372753,0.1,19.8,80.1,0.0,0.0,0.0,True
Shang Yang (Sylvia Shang),Anglosphere,English,Xinhua News Agency,State Council,xinhuasylvia,17,WanderingSylvia,2300000,wanderlustwithsylvia,443,Unknown,0,Unknown,0,Unknown,0,3,Medium,2300460,0.0,100.0,0.0,0.0,0.0,0.0,True
