Name EN,Name CN,Focus Region,Language,Entity Owner EN,Entity Owner CN,Parent Entity EN,Parent Entity CN,X (Twitter) Handle,X (Twitter) Followers,Facebook Handle,Facebook Followers,Instagram Handle,Instagram Followers,Threads Handle,Threads Followers,YouTube Handle,YouTube Followers,TikTok Handle,TikTok Followers,Total Social Media Presence,Platform Presence Category,Total Followers,Twitter Dominance,Facebook Dominance,Instagram Dominance,Threads Dominance,YouTube Dominance,TikTok Dominance,IQR based Outlier
CGTN Graphics,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,CGTNGraphics,914,CGTNGraphics,545,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,1459,62.6,37.4,0.0,0.0,0.0,0.0,False
CGTN Movies,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,CGTNMovies,79,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,79,100.0,0.0,0.0,0.0,0.0,0.0,False
CGTN,CGTN,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,CGTNOfficial,13000000,ChinaGlobalTVNetwork,116450496,cgtn,2300000,cgtn,69100,CGTN,3050000,Unknown,0,5,High,134869596,9.6,86.3,1.7,0.1,2.3,0.0,True
CGTN Radio,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,cgtnradio,725200,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,725200,100.0,0.0,0.0,0.0,0.0,0.0,True
CGTN Russian,Unknown,Russia,Russian,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,cgtnrussian,87500,Unknown,0,cgtn_russian,770,Unknown,0,cgtnrussian,263000,cgtn_russian,101,4,High,351371,24.9,0.0,0.2,0.0,74.8,0.0,True
CGTN Sports,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,CGTNSports,1046,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1046,100.0,0.0,0.0,0.0,0.0,0.0,False
CGTN Sports Scene,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,CGTNSportsScene,7582,CGTNSportsScene,670000,cgtn_sports_scene,2617,Unknown,0,cgtnsportsscene,158000,Unknown,0,4,High,838199,0.9,79.9,0.3,0.0,18.8,0.0,True
CGTN Stories,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,CGTNStories,1669,CGTNStories,95000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,96669,1.7,98.3,0.0,0.0,0.0,0.0,False
CGTN Tech,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,CGTNTech,1206,CGTN-Tech-104251674369966,600,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,1806,66.8,33.2,0.0,0.0,0.0,0.0,False
CGTN Travel,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,CGTNTravel,494,CGTN-Travel-102031311241723,96000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,96494,0.5,99.5,0.0,0.0,0.0,0.0,False
CGTN Travelogue,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,cgtntravelogue,973,cgtntravelogue,517000,cgtntravelogue,1808,Unknown,0,Unknown,0,Unknown,0,3,Medium,519781,0.2,99.5,0.3,0.0,0.0,0.0,True
CGTN United Nations,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,cgtnun,33,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,33,100.0,0.0,0.0,0.0,0.0,0.0,False
Zhang Ping,Unknown,USA,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,CGZhangPingLA,7021,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,7021,100.0,0.0,0.0,0.0,0.0,0.0,False
Liu Chen,Unknown,Kenya,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Chen1126,2052,profile.php?id=100057358513319,88000,liu.chen0_0,1919,Unknown,0,Unknown,0,Unknown,0,3,Medium,91971,2.2,95.7,2.1,0.0,0.0,0.0,True
Chen Huixin,Unknown,Finland,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,chenhuixin,736,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,736,100.0,0.0,0.0,0.0,0.0,0.0,False
Chen Juan,Unknown,Anglosphere,English,Shanghai Media Group (SMG),上海文化广播影视集团有限公司,Shanghai Municipal Committee,中共上海市委,Chenjuan,592,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,592,100.0,0.0,0.0,0.0,0.0,0.0,False
Chen Mingjian,陈明健,Tanzania,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChenMingjian_CN,10500,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,10500,100.0,0.0,0.0,0.0,0.0,0.0,False
Chen Ping,陈平,Spain,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChenPingMFA,8391,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,8391,100.0,0.0,0.0,0.0,0.0,0.0,False
Chen Weihua,陈卫华,Anglosphere,English,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,chenweihua,195700,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,195700,100.0,0.0,0.0,0.0,0.0,0.0,True
Chen Wendi,Unknown,Somalia,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,CHENWendi11,241,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,241,100.0,0.0,0.0,0.0,0.0,0.0,False
China Focus,Unknown,Anglosphere,English,China International Communications Group (CICG),中国外文出版发行事业局,Central Publicity Department,中共中央宣传部,China__Focus,61100,ChinaFocus2015,3200000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,3261100,1.9,98.1,0.0,0.0,0.0,0.0,True
Chinese Embassy in India,Unknown,India,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,China_Amb_India,96200,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,96200,100.0,0.0,0.0,0.0,0.0,0.0,True
Wang Lixin,Unknown,Maldives,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,China_Amb_Mdv,20100,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,20100,100.0,0.0,0.0,0.0,0.0,0.0,False
Guo Shaochun,Unknown,Zimbabwe,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,China_Amb_Zim,16400,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,16400,100.0,0.0,0.0,0.0,0.0,0.0,False
Lin Jing,林静,Anglosphere,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,CHINA_DIPLOMAT,11100,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,11100,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Nigeria,Unknown,Nigeria,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,china_emb_ng,4238,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,4238,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Colombia,Unknown,Colombia,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,china_embajada,8929,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,8929,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Consulate General in Lyon,Unknown,France,French,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,China_Lyon,2853,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2853,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Permanent Mission to the OPCW,Unknown,Netherlands,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,China_OPCW,2751,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2751,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Ukraine,中华人民共和国驻乌克兰大使馆,Ukraine,Ukrainian,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,China_Ukraine_,882,chinaembua,2500,chinaemb_ua,1868,Unknown,0,Unknown,0,Unknown,0,3,Medium,5250,16.8,47.6,35.6,0.0,0.0,0.0,True
"Xiamen, China",Unknown,Fujian,English,Xiamen Culture and Tourism Bureau,厦门市文化和旅游局,Xiamen Municipal People's Government,厦门市人民政府,china_xiamen,12900,xiamengov,396000,Unknown,0,Unknown,0,Unknown,0,visitxiamen,9,3,Medium,408909,3.2,96.8,0.0,0.0,0.0,0.0,True
CGTN China Takeaway,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,China24Official,2931,China24Official,1000000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,1002931,0.3,99.7,0.0,0.0,0.0,0.0,True
Hou Yanqi,Unknown,ASEAN,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,China2ASEAN,107600,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,107600,100.0,0.0,0.0,0.0,0.0,0.0,True
Cao Zhongming,Unknown,Belgium,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaAmbBelgium,9679,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,9679,100.0,0.0,0.0,0.0,0.0,0.0,False
Tan Jian,Unknown,Netherlands,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaAmbNL,2907,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2907,100.0,0.0,0.0,0.0,0.0,0.0,False
Chen Xiaodong,Unknown,South Africa,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaAmbSA,52900,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,52900,100.0,0.0,0.0,0.0,0.0,0.0,True
Zhang Jun,Unknown,UN,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaAmbUN,67800,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,67800,100.0,0.0,0.0,0.0,0.0,0.0,True
Chinese Embassy in Samoa,Unknown,Samoa,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,chinaandsamoa,5368,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,5368,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Consulate General in Christchurch,中国驻克赖斯特彻奇总领馆,New Zealand,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaCG_CC,2630,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2630,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Consulate General in Frankfurt am Main,Unknown,Germany,German,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaCG_Ffm,2908,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2908,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Consulate General in Munich,Unknown,Germany,German,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaCG_Muc,3038,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,3038,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Consulate General in New York,Unknown,USA,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaCG_NYC,3067,Unknown,0,chinacg_nyc,71900,Unknown,0,Unknown,0,Unknown,0,2,Medium,74967,4.1,0.0,95.9,0.0,0.0,0.0,True
Chinese Consulate General in Calgary,中国驻卡尔加里总领馆,Canada,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaCGCalgary,3689,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,3689,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Consulate General in Edinburgh,中国驻爱丁堡总领馆,UK,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,chinacgedi,3329,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,3329,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Consulate General in Montréal,Unknown,Canada,French,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaCGMTL,996,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,996,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Consulate General in Almaty,中国驻阿拉木图总领馆,Kazakhstan,Russian,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaConsAlmaty,4228,Unknown,0,chinaconsalmaty,2670,Unknown,0,Unknown,0,Unknown,0,2,Medium,6898,61.3,0.0,38.7,0.0,0.0,0.0,True
Chinese Consulate General in Chicago,中国驻芝加哥总领馆,USA,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaConsulate,5755,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,5755,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Consulate General in Istanbul Spokesperson,Unknown,Türkiye,Turkish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,chinaconsulist,9327,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,9327,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Consulate General in Sydney,Unknown,Australia,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaConSydney,9035,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,9035,100.0,0.0,0.0,0.0,0.0,0.0,False
China Culture,Unknown,Anglosphere,English,China Daily Press,中国日报社,Ministry of Culture and Tourism,中华人民共和国文化和旅游部,Chinacultureorg,24600,chinacultureorg,4000000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,4024600,0.6,99.4,0.0,0.0,0.0,0.0,True
China Daily,中国日报,Anglosphere,English,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,ChinaDaily,4100000,chinadaily,104613175,chinadailynews,1300000,chinadailynews,40200,ChinaDailyOfficialChannel,337000,chinadailyofficial,1300000,6,High,111690375,3.7,93.7,1.2,0.0,0.3,1.2,True
China Daily EU Bureau,Unknown,EU,English,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,ChinaDaily_EU,1375,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1375,100.0,0.0,0.0,0.0,0.0,0.0,False
China Daily Life,Unknown,Anglosphere,English,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,ChinaDaily_Life,993,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,993,100.0,0.0,0.0,0.0,0.0,0.0,False
China Daily Asia,Unknown,Anglosphere,English,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,ChinaDailyAsia,26900,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,26900,100.0,0.0,0.0,0.0,0.0,0.0,False
China Daily Europe,Unknown,EU,English,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,ChinaDailyEU,10200,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,10200,100.0,0.0,0.0,0.0,0.0,0.0,False
China Daily World,Unknown,Anglosphere,English,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,ChinaDailyWorld,1387,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1387,100.0,0.0,0.0,0.0,0.0,0.0,False
China.com (Japanese),Unknown,Japan,Japanese,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,chinadotcom_JP,38100,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,38100,100.0,0.0,0.0,0.0,0.0,0.0,True
Chinese Embassy in Greece,Unknown,Greece,Greek,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Chinaemb_Hellas,3940,Unknown,0,chinaemb_hellas,1387,Unknown,0,Unknown,0,Unknown,0,2,Medium,5327,74.0,0.0,26.0,0.0,0.0,0.0,True
Chinese Embassy in South Sudan,中国驻南苏丹使馆,South Sudan,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaEmb_Juba,1276,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1276,100.0,0.0,0.0,0.0,0.0,0.0,False
Zhao Zhiyuan,赵志远,Ethiopia,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaEmbAddis,17200,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,17200,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Chile,Unknown,Chile,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaEmbajada,2479,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2479,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Dominican Republic,Unknown,Dominican Republic,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaEmbajadaRD,8233,Unknown,0,chinaembajada,6713,Unknown,0,Unknown,0,Unknown,0,2,Medium,14946,55.1,0.0,44.9,0.0,0.0,0.0,True
Chinese Embassy in Algeria,中国驻阿尔及利亚大使馆,Algeria,Arabic,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaEmbAlgeria,15600,profile.php?id=100064477878508,32000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,47600,32.8,67.2,0.0,0.0,0.0,0.0,False
Chinese Embassy in Angola,Unknown,Angola,Portuguese,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaEmbAngola,4160,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,4160,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Antigua and Barbuda,Unknown,Antigua and Barbuda,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaEmbAntigua,1779,ChineseEmbassyinAntiguaandBarbuda,113,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,1892,94.0,6.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Argentina,Unknown,Argentina,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaEmbArg,9958,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,9958,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Maldives,Unknown,Maldives,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaEmbassy_MV,2849,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2849,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Malawi,Unknown,Malawi,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaEmbassy_MW,3752,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,3752,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Albania,Unknown,Albania,Albanian,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaembassyT,3555,ChinaembassyT,11,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,3566,99.7,0.3,0.0,0.0,0.0,0.0,False
Chinese Embassy in Austria,Unknown,Austria,German,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,chinaembaustria,6804,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,6804,100.0,0.0,0.0,0.0,0.0,0.0,False
Chinese Embassy in Bahrain,中国驻巴林大使馆,Bahrain,Arabic,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaEmbBahrain,1501,profile.php?id=100090874324645,1100000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,1101501,0.1,99.9,0.0,0.0,0.0,0.0,True
Chinese Embassy in Rep. of Congo (Brazzaville),中华人民共和国驻刚果共和国大使馆官,Rep. of Congo,French,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,chinaembcongobz,3161,Unknown,0,Unknown,0,Unknown,0,Unknown,0,ambassadechineaucongo,35,2,Medium,3196,98.9,0.0,0.0,0.0,0.0,1.1,True
Chinese Embassy in Croatia,Unknown,Croatia,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,ChinaEmbCroatia,1625,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1625,100.0,0.0,0.0,0.0,0.0,0.0,False
